,truth,pred
0,0.0,0.7477205395698547
1,0.0,0.8472691178321838
2,0.0,0.7717015743255615
3,0.0,0.7072433233261108
4,0.0,0.9225506782531738
5,0.0,0.8049821257591248
6,0.0,0.8294765949249268
7,0.0,0.7750470042228699
8,0.0,0.7649350166320801
9,0.0,0.7684915065765381
10,0.0,0.5724101066589355
11,0.0,0.7672392725944519
12,0.0,0.8353985548019409
13,0.0,0.8231779336929321
14,0.0,0.7282474040985107
15,0.0,0.7466107606887817
16,0.0,0.8220247626304626
17,0.0,0.8328240513801575
18,0.0,0.7519710659980774
19,1.0,0.9058155417442322
20,1.0,0.7848702669143677
21,1.0,0.6479475498199463
22,1.0,0.6982080340385437
23,1.0,0.8913530111312866
24,1.0,0.7874459624290466
25,1.0,0.7510738372802734
26,1.0,0.9151933789253235
27,1.0,0.8333103656768799
28,1.0,0.8731951713562012
29,1.0,0.7987864017486572
30,1.0,0.8932117819786072
31,1.0,0.8684760928153992
32,1.0,0.8235758543014526
33,1.0,0.8939210176467896
34,1.0,0.8239418268203735
35,1.0,0.8913707733154297
36,1.0,0.8376182913780212
37,1.0,0.8728066682815552
38,1.0,0.766025960445404
39,1.0,0.8179776668548584
40,1.0,0.8487663865089417
41,1.0,0.8350105881690979
42,1.0,0.8133295178413391
43,1.0,0.8391304612159729
44,1.0,0.7251220345497131
45,1.0,0.9256172180175781
46,1.0,0.911626398563385
47,1.0,0.9291304349899292
48,1.0,0.894183874130249
49,1.0,0.9321602582931519
50,1.0,0.8444923758506775
51,1.0,0.7966791391372681
52,1.0,0.7629648447036743
53,1.0,0.891559362411499
54,1.0,0.8315144777297974
55,1.0,0.7932745814323425
56,1.0,0.931276798248291
57,1.0,0.7766088247299194
58,1.0,0.8540032505989075
59,1.0,0.8517434000968933
60,1.0,0.7638299465179443
61,1.0,0.8306429982185364
62,1.0,0.9017885327339172
63,1.0,0.7897199988365173
