,truth,pred
0,0.0,0.6074300408363342
1,0.0,0.7840361595153809
2,1.0,0.7167762517929077
3,1.0,0.6321038603782654
4,1.0,0.6716820001602173
5,1.0,0.7489535212516785
6,0.0,0.7726696133613586
7,0.0,0.6594992280006409
8,1.0,0.7113566398620605
9,1.0,0.6209101676940918
10,0.0,0.6770703196525574
11,1.0,0.7565171718597412
12,0.0,0.696160614490509
13,1.0,0.6383398771286011
14,1.0,0.7105088829994202
15,0.0,0.7615002393722534
16,1.0,0.7123053669929504
17,0.0,0.5998079180717468
18,0.0,0.6222529411315918
19,0.0,0.651406466960907
20,1.0,0.7191697955131531
21,0.0,0.6009867191314697
22,0.0,0.6748692393302917
23,1.0,0.69447261095047
24,1.0,0.5673216581344604
25,1.0,0.7097253203392029
26,1.0,0.72738116979599
27,0.0,0.6677538752555847
28,1.0,0.7149105072021484
29,0.0,0.731391191482544
30,1.0,0.6929211020469666
31,1.0,0.7011801600456238
32,1.0,0.7163545489311218
33,0.0,0.7085250020027161
34,1.0,0.752025842666626
35,1.0,0.677369236946106
36,0.0,0.7328513860702515
37,0.0,0.6368114948272705
38,0.0,0.7116508483886719
39,1.0,0.7572780847549438
40,0.0,0.6518739461898804
41,1.0,0.6627180576324463
42,0.0,0.6874852180480957
43,1.0,0.739398181438446
44,1.0,0.7374703288078308
45,0.0,0.7254462838172913
46,1.0,0.696456253528595
47,0.0,0.6808132529258728
48,0.0,0.7066342234611511
49,1.0,0.6406801342964172
50,0.0,0.7221590876579285
51,0.0,0.6530868411064148
52,0.0,0.666962206363678
53,0.0,0.6624094247817993
54,0.0,0.6931124925613403
55,1.0,0.734613835811615
56,0.0,0.6915515065193176
57,0.0,0.6939851641654968
