,truth,pred
0,0.0,0.6288667321205139
1,0.0,0.46394065022468567
2,0.0,0.2622891366481781
3,0.0,0.7659873366355896
4,0.0,0.8766005039215088
5,0.0,0.871981680393219
6,0.0,0.8766005039215088
7,0.0,0.391477108001709
8,0.0,0.08176322281360626
9,0.0,0.03249140456318855
10,0.0,0.039585232734680176
11,0.0,0.0031831387896090746
12,0.0,0.3155592978000641
13,0.0,0.2955954372882843
14,0.0,0.8766005039215088
15,0.0,0.6647674441337585
16,0.0,0.855768620967865
17,0.0,0.849014401435852
18,0.0,0.636207640171051
19,1.0,0.6576016545295715
20,1.0,0.6167722940444946
21,1.0,0.5287290811538696
22,1.0,0.8766005039215088
23,1.0,0.8766005039215088
24,1.0,0.8766005039215088
25,1.0,0.03385688364505768
26,1.0,0.8766005039215088
27,1.0,0.3658873736858368
28,1.0,0.8766005039215088
29,1.0,0.8766005039215088
30,1.0,0.7947708964347839
31,1.0,0.8766005039215088
32,1.0,0.8579551577568054
33,1.0,0.8766005039215088
34,1.0,0.8766005039215088
35,1.0,0.8766005039215088
36,1.0,0.7869682312011719
37,1.0,0.8766005039215088
38,1.0,0.8766005039215088
39,1.0,0.756493091583252
40,1.0,0.8766005039215088
41,1.0,0.817790150642395
42,1.0,0.8700026273727417
43,1.0,0.5673292279243469
44,1.0,0.7473616600036621
45,1.0,0.8766005039215088
46,1.0,0.8766005039215088
47,1.0,0.8766005039215088
48,1.0,0.8766005039215088
49,1.0,0.8766005039215088
50,1.0,0.8620120286941528
51,1.0,0.8377105593681335
52,1.0,0.17293056845664978
53,1.0,0.8766005039215088
54,1.0,0.7674098014831543
55,1.0,0.8766005039215088
56,1.0,0.8766005039215088
57,1.0,0.7076550722122192
58,1.0,0.8766005039215088
59,1.0,0.8766005039215088
60,1.0,0.8766005039215088
61,1.0,0.867734968662262
62,1.0,0.8766005039215088
63,1.0,0.8766005039215088
